"file","x","y","red","green","blue"
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",91,836,0.36078431372549,0.423529411764706,0.309803921568627
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",593,131,0.305882352941176,0.333333333333333,0.270588235294118
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",433,851,0.380392156862745,0.43921568627451,0.325490196078431
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",804,567,0.254901960784314,0.298039215686275,0.231372549019608
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",512,435,0.32156862745098,0.411764705882353,0.298039215686275
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",282,269,0.376470588235294,0.435294117647059,0.32156862745098
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",960,152,0.32156862745098,0.352941176470588,0.270588235294118
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",1,706,0.282352941176471,0.36078431372549,0.254901960784314
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",742,886,0.301960784313725,0.349019607843137,0.262745098039216
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00032.jpg",833,217,0.317647058823529,0.349019607843137,0.266666666666667
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",1011,603,0.2,0.258823529411765,0.184313725490196
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",965,53,0.192156862745098,0.243137254901961,0.172549019607843
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",950,11,0.176470588235294,0.227450980392157,0.16078431372549
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",237,611,0.43921568627451,0.494117647058824,0.356862745098039
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",18,156,0.266666666666667,0.305882352941176,0.207843137254902
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",129,472,0.32156862745098,0.380392156862745,0.266666666666667
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",586,180,0.317647058823529,0.380392156862745,0.27843137254902
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",918,647,0.2,0.262745098039216,0.156862745098039
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",1094,673,0.258823529411765,0.309803921568627,0.23921568627451
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00134.jpg",285,850,0.411764705882353,0.447058823529412,0.341176470588235
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",474,71,0.125490196078431,0.164705882352941,0.129411764705882
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",146,862,0.207843137254902,0.266666666666667,0.192156862745098
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",949,45,0.172549019607843,0.219607843137255,0.164705882352941
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",899,129,0.23921568627451,0.254901960784314,0.2
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",326,711,0.219607843137255,0.262745098039216,0.196078431372549
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",878,760,0.250980392156863,0.27843137254902,0.215686274509804
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",198,883,0.145098039215686,0.192156862745098,0.137254901960784
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",734,84,0.223529411764706,0.247058823529412,0.192156862745098
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",582,744,0.243137254901961,0.270588235294118,0.207843137254902
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00129.jpg",508,6,0.211764705882353,0.227450980392157,0.172549019607843
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",156,287,0.247058823529412,0.290196078431373,0.223529411764706
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",493,483,0.258823529411765,0.313725490196078,0.215686274509804
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",18,719,0.266666666666667,0.329411764705882,0.215686274509804
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",1146,257,0.196078431372549,0.247058823529412,0.176470588235294
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",313,546,0.262745098039216,0.317647058823529,0.219607843137255
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",556,925,0.301960784313725,0.349019607843137,0.262745098039216
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",1179,258,0.192156862745098,0.243137254901961,0.172549019607843
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",879,22,0.192156862745098,0.243137254901961,0.172549019607843
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",736,420,0.23921568627451,0.294117647058824,0.203921568627451
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00147.jpg",362,265,0.219607843137255,0.274509803921569,0.184313725490196
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",633,571,0.203921568627451,0.247058823529412,0.184313725490196
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",1226,561,0.149019607843137,0.172549019607843,0.133333333333333
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",1133,135,0.149019607843137,0.172549019607843,0.133333333333333
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",1239,752,0.149019607843137,0.172549019607843,0.133333333333333
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",824,484,0.184313725490196,0.215686274509804,0.164705882352941
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",1115,614,0.156862745098039,0.180392156862745,0.141176470588235
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",81,64,0.215686274509804,0.231372549019608,0.176470588235294
"btn_2017_06_12_flight_1_120ft/rgb_autoexposure_calibration/calibrated_0cae8e93088d-FW00044.jpg",607,809,0.243137254901961,0.286274509803922,0.219607843137255
